student_id,exercise_ids,solving_times,results,community
47,"[1, 2, 4, 5, 7, 14, 31, 34, 60, 62, 63, 71, 73, 82, 94]","[4280, 3245, 5503, 4172, 3213, 5954, 2964, 4594, 5936, 5295, 3305, 5980, 5870, 3494, 4737]","[True, False, True, True, False, False, True, True, False, False, False, False, True, False, False, True, False, False, True, True, False, False, True, True, False, True, False, True, True, True]",5
48,"[0, 1, 2, 3, 4, 5, 7, 9, 18, 24, 82]","[3975, 2696, 1481, 3061, 2672, 1663, 1210, 5110, 1669, 4845, 5367]","[False, True, False, False, True, True, True, True, True, True, False, False, False, False, False, True, False, False, True, True, True, False]",1
49,"[0, 1, 2, 3, 4, 7, 14, 18, 31, 32, 34, 55, 62, 63, 73]","[4794, 2503, 1414, 4229, 3004, 1313, 6046, 2433, 1843, 1469, 5050, 4063, 4402, 1736, 4404]","[False, False, True, False, True, True, False, True, True, True, False, False, False, True, True, True, False, False, True, True, True, True, False, False, True, True]",2
50,"[1, 2, 3, 4, 5, 7, 18, 31, 32, 36, 43, 54, 63, 73, 82, 83]","[2814, 1836, 4205, 3359, 4173, 1539, 1847, 2305, 1885, 5065, 1092, 3139, 3911, 3390, 5597, 4916]","[True, True, True, True, True, True, False, True, True, True, False, True, False, False, True, False, False, False, True, False, True, True, True, True]",0
51,"[0, 1, 2, 3, 4, 5, 7, 14, 31, 32, 33, 34, 35, 36, 39, 41, 42, 43, 47, 49, 54, 55, 61, 63, 83, 94]","[4765, 1873, 1135, 5091, 2682, 2622, 491, 5687, 704, 1243, 5189, 3447, 2280, 4530, 5861, 4737, 2478, 574, 1257, 3309, 2300, 3012, 4597, 2397, 5086, 4825]","[True, False, False, True, True, False, True, False, True, True, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, True, False, False, True, False, True, True, False, True, True, False, False, False, False, False, True, True, True, True, True, True, False, False, False, False, False, False, True, True, False, False, False, False, False, False, True, True, False, False, False, True]",3
52,"[0, 3, 5, 7, 18, 42, 44]","[3743, 3724, 1996, 984, 3121, 1964, 4181]","[False, False, False, True, True, True, True, False, False, True, False, False, True, True]",5
53,"[7, 32, 43, 54, 63, 73]","[1506, 2124, 1426, 4504, 6017, 4527]","[False, False, False, True, False, False, False, False, False, False, False, True, True, True, True, True]",5
54,"[0, 1, 2, 3, 4, 5, 7, 18, 31, 33, 34, 35, 43, 47, 49]","[5171, 3697, 3806, 4577, 4061, 4562, 4365, 2023, 1815, 5250, 2382, 3037, 2154, 3979, 3788]","[False, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False]",0
55,"[1, 2, 4, 5, 7, 14, 18, 31, 32, 43, 54, 63]","[4357, 2279, 5544, 4227, 2336, 6003, 4425, 3034, 4193, 4129, 4635, 6130]","[True, False, False, True, True, False, False, True, True, True, True, True, False, True, True, True, True]",0
56,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 31, 32, 34, 35, 36, 41, 43, 47, 49, 54, 55, 63, 82, 94]","[3744, 1761, 1295, 3140, 2641, 3966, 798, 5033, 4601, 6331, 5297, 1892, 2106, 1478, 4457, 5836, 4570, 5978, 971, 2459, 6477, 2235, 3987, 5021, 4331, 4631]","[True, False, True, False, True, False, True, True, True, False, False, False, True, False, True, False, True, True, True, False, False, True, False, True, False, False, True, False, False, False, True, True, False, True, True, True, True, True, True, False, False, False, False, False, False, False, False, True, True, False, True, True]",3
57,"[1, 2, 4, 7, 14, 24, 32, 62, 63]","[3926, 2651, 5385, 2407, 5782, 5963, 4539, 5502, 4500]","[True, True, False, True, True, False, False, False, False, False, True, False, False, True, True, False, False, True, True]",5
58,"[0, 1, 2, 3, 4, 5, 7, 14, 31, 34, 35, 43, 47, 49, 54, 55, 60, 63, 73, 94]","[5514, 3740, 5591, 4871, 4193, 2700, 903, 6404, 562, 1515, 2010, 622, 4718, 2988, 3318, 5105, 5703, 4861, 2484, 6173]","[False, False, True, True, True, True, True, True, True, False, True, True, False, True, True, True, False, True, True, False, False, False, True, False, True, False, False, False, False, False, True, False, True, True, False, False, False, False, False, True]",0
